,TEAM_OPEN,TEAM_HIGH,TEAM_LOW,TEAM_CLOSE,TEAM_VOLUME,TEAM_ema10,TEAM_ema30,TEAM_ema50,TEAM_ma10,TEAM_ma30,TEAM_ma50,TEAM_ma100,TEAM_rsi2,TEAM_rsi6,TEAM_rsi14,TEAM_rsi30,SMT_OPEN,SMT_HIGH,SMT_LOW,SMT_CLOSE,SMT_VOLUME,SMT_ema10,SMT_ema30,SMT_ema50,SMT_ma10,SMT_ma30,SMT_ma50,SMT_ma100,SMT_rsi2,SMT_rsi6,SMT_rsi14,SMT_rsi30,CCET_OPEN,CCET_HIGH,CCET_LOW,CCET_CLOSE,CCET_VOLUME,CCET_ema10,CCET_ema30,CCET_ema50,CCET_ma10,CCET_ma30,CCET_ma50,CCET_ma100,CCET_rsi2,CCET_rsi6,CCET_rsi14,CCET_rsi30,HANA_OPEN,HANA_HIGH,HANA_LOW,HANA_CLOSE,HANA_VOLUME,HANA_ema10,HANA_ema30,HANA_ema50,HANA_ma10,HANA_ma30,HANA_ma50,HANA_ma100,HANA_rsi2,HANA_rsi6,HANA_rsi14,HANA_rsi30,DELTA_OPEN,DELTA_HIGH,DELTA_LOW,DELTA_CLOSE,DELTA_VOLUME,DELTA_ema10,DELTA_ema30,DELTA_ema50,DELTA_ma10,DELTA_ma30,DELTA_ma50,DELTA_ma100,DELTA_rsi2,DELTA_rsi6,DELTA_rsi14,DELTA_rsi30,KCE_OPEN,KCE_HIGH,KCE_LOW,KCE_CLOSE,KCE_VOLUME,KCE_ema10,KCE_ema30,KCE_ema50,KCE_ma10,KCE_ma30,KCE_ma50,KCE_ma100,KCE_rsi2,KCE_rsi6,KCE_rsi14,KCE_rsi30,NEX_OPEN,NEX_HIGH,NEX_LOW,NEX_CLOSE,NEX_VOLUME,NEX_ema10,NEX_ema30,NEX_ema50,NEX_ma10,NEX_ma30,NEX_ma50,NEX_ma100,NEX_rsi2,NEX_rsi6,NEX_rsi14,NEX_rsi30,SVI_OPEN,SVI_HIGH,SVI_LOW,SVI_CLOSE,SVI_VOLUME,SVI_ema10,SVI_ema30,SVI_ema50,SVI_ma10,SVI_ma30,SVI_ma50,SVI_ma100,SVI_rsi2,SVI_rsi6,SVI_rsi14,SVI_rsi30,METCO_OPEN,METCO_HIGH,METCO_LOW,METCO_CLOSE,METCO_VOLUME,METCO_ema10,METCO_ema30,METCO_ema50,METCO_ma10,METCO_ma30,METCO_ma50,METCO_ma100,METCO_rsi2,METCO_rsi6,METCO_rsi14,METCO_rsi30,set50_index,set100_index,foreign_SET.BUY,foreign_SET.SELL,DELTA_gg_trend,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,delta หุ้น,delta airlines,AS_top3_SET100_corr,NER_top3_SET100_corr,BOL_top3_SET100_corr
2020-10-29,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8500000238418579,21600.0,0.8596318008819864,0.8633302085413971,0.8558254703087539,0.8500000059604644,0.8723333358764649,0.8517999994754791,0.8523999989032746,36.04922234665326,43.97645765822001,46.24682479297486,49.88054804530137,2.880000114440918,2.940000057220459,2.819999933242798,2.859999895095825,4619600.0,2.865587816610187,2.8122133716448285,2.6641389711061256,2.8399999856948854,2.872000002861023,2.727199993133545,2.15299999833107,44.77605758441621,49.19692388079501,51.373285574389115,55.095628447478035,2.123076915740967,2.123076915740967,2.0492310523986816,2.123076915740967,4066073.0,2.140343215663811,2.074131594757642,1.9808706787354509,2.1600000858306885,2.100615505377452,1.9203692817687987,1.756615411043167,53.78453209587067,47.283227186932336,52.0393977026615,55.647766920738746,46.0,46.5,43.5,44.0,21825000.0,47.1872405715663,45.53888559952988,43.50167314696579,48.2,45.53333333333333,43.66,37.725,1.63954066670904,27.178275826450268,44.25995339969335,52.070300208956866,184.5,187.5,179.5,180.5,2107000.0,181.41466127864422,168.4237252577802,152.86953738042575,182.0,170.35,148.9,111.8,44.74148562360543,48.72268259515659,57.087943141082306,62.364909879736764,39.5,39.75,38.25,38.75,22982900.0,38.796299445280496,35.32418980491461,33.0298924369465,38.975,34.50833333333333,32.29,27.888999977111816,14.756481123366049,51.551935386899075,62.42524375854338,63.88605586140229,4.320000171661377,4.360000133514404,4.179999828338623,4.179999828338623,9126700.0,4.320352758177965,4.3981613229134044,4.453556228614641,4.299999952316284,4.3239999294281,4.507000007629395,4.559300000667572,17.146339464543328,39.00894760887914,43.60852565483942,46.25776364487237,5.25,5.349999904632568,4.980000019073486,5.050000190734863,6377500.0,5.120730176698567,4.623696556669517,4.293543998504123,5.16100001335144,4.512666654586792,4.106399989128112,3.630600001811981,13.958729262738103,47.45804647462547,58.69822315403687,61.139596398676474,169.0,170.0,168.0,170.0,1600.0,165.91870625767353,158.80153637536247,153.10241942995134,165.25,158.25,149.31,141.56,88.79338374828524,71.47906645597907,70.16777412747815,69.28551267443447,,,,,,,,,,4.420000076293945,4.940000057220459,5.849999904632568
2020-10-30,0.8399999737739563,0.8500000238418579,0.8399999737739563,0.8500000238418579,15000.0,0.8578805686928721,0.8624701966252978,0.8555970214276992,0.8490000069141388,0.8723333358764649,0.8520000004768371,0.8536999988555908,36.04922234665326,43.97645765822001,46.24682479297486,49.88054804530137,2.859999895095825,2.9000000953674316,2.7799999713897705,2.799999952316284,3161700.0,2.853662750374932,2.8114254091075033,2.6694668527222105,2.8239999771118165,2.8766666650772095,2.741199994087219,2.169099997282028,26.448892215281106,42.874351514203305,48.8004872048442,53.87981705655553,2.1415390968322754,2.178462028503418,2.086153984069824,2.123076915740967,6096348.0,2.1372038884051117,2.0772893574017277,1.9864473939121379,2.1396923780441286,2.112923200925191,1.9321846604347228,1.7633538699150086,53.78453209587067,47.283227186932336,52.03939770266151,55.64776692073875,44.25,45.75,44.25,45.0,15801500.0,46.78956046764515,45.50411878665699,43.56043106277106,47.825,45.575,43.805,37.865,35.88879117677747,36.34166261872396,47.52450647993175,53.49883771622271,179.5,183.5,178.0,179.0,1372300.0,180.97563195525436,169.10606556372989,153.8942614047228,181.4,171.68333333333334,150.38,113.0425,36.24607652234898,46.16834079088448,55.85719079135487,61.68947543713256,38.75,40.25,38.75,39.0,13999800.0,38.83333590977495,35.56133884975883,33.264014302164284,39.375,34.8,32.51,28.088999977111815,29.42975600445164,53.73638886596046,63.185023657232016,64.26331601379502,4.21999979019165,4.28000020980835,4.119999885559082,4.159999847412109,6841700.0,4.291197683493263,4.38279606642945,4.442044213665522,4.259999942779541,4.32199993133545,4.494200000762939,4.559700000286102,15.011290148043988,37.85266170567185,43.07044050464399,46.00575304784682,5.050000190734863,5.199999809265137,5.0,5.150000095367432,3635500.0,5.126051980092905,4.657651623682287,4.3271305121066055,5.196000003814698,4.558999991416931,4.144199991226197,3.6511000037193297,44.81954919922296,52.808713363236045,60.58465995875881,62.10996490571053,168.5,169.0,167.0,169.0,1100.0,166.47894148355107,159.4595017705004,153.7258539621101,165.5,159.05,150.0,141.95,62.219565472100015,65.07253139065232,67.48346968219136,67.88905617885459,,,,,,,,,,4.480000019073486,4.739999771118164,5.900000095367432
2020-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.61,2028.65,752213.25,719569.5,9.0,71.0,18.0,2.0,0.0,,,
2020-11-02,0.8500000238418579,0.8500000238418579,0.8399999737739563,0.8399999737739563,3500.0,0.8546295514348874,0.8610205048284371,0.8549853725001015,0.8500000059604644,0.8720000008742015,0.8522000002861023,0.8548999983072281,19.89568124847578,38.63179256139321,43.70672522602092,48.60740870218724,2.819999933242798,2.880000114440918,2.7799999713897705,2.859999895095825,2795100.0,2.854814958506003,2.8145592469132015,2.6769387367368624,2.8239999771118165,2.881333327293396,2.7527999925613402,2.1857999956607816,59.556515627610494,50.50708562979263,51.42051557891892,54.90916129270101,2.123076915740967,2.123076915740967,2.01230788230896,2.030769109725952,8680747.0,2.1178521104634465,2.0742880511000648,1.9881855004146405,2.119384694099426,2.1203078031539917,1.9416000437736511,1.76935387134552,10.280414715362644,35.630262363451315,46.49993259324961,52.467837688116006,44.0,44.5,42.0,42.25,16015300.0,45.96418583716421,45.294175639130735,43.50904160932906,47.225,45.575,43.855,37.9875,12.31130862880612,25.678628035739326,40.49982094749707,49.31724529710314,178.0,181.0,174.0,181.0,2764400.0,180.98006250884447,169.87341617252153,154.95723154571408,181.1,173.05,151.79,114.285,57.67628547153603,50.33438274527652,57.18265922437654,62.25335103372896,38.5,39.25,37.0,38.5,17833200.0,38.772729380724954,35.75092989170988,33.46934707462843,39.6,35.041666666666664,32.71,28.284999980926514,17.429171182217996,48.48924435189484,60.548046066193166,62.9037637788181,4.159999847412109,4.239999771118164,4.139999866485596,4.159999847412109,6563300.0,4.267343531478508,4.368422116815428,4.430983650283035,4.23799991607666,4.317999919255574,4.476399993896484,4.56289999961853,15.011290148043988,37.85266170567185,43.070440504644,46.00575304784682,5.150000095367432,5.150000095367432,4.860000133514404,4.880000114440918,9375300.0,5.081315277247089,4.671996687602198,4.348811672982461,5.228000020980835,4.586999996503194,4.174599995613098,3.6683000040054323,15.2611236061921,39.7073158800955,53.481870460306716,58.060500672620506,168.0,168.5,168.0,168.5,600.0,166.84640666835995,160.0427597207907,154.3052322381058,166.15,159.9,150.69,142.31,47.88783689530667,61.751716845128655,66.12142620471676,67.18861140010405,,,,,,,,,,4.920000076293945,4.519999980926514,6.0
2020-11-03,0.8500000238418579,0.8600000143051147,0.8500000238418579,0.8600000143051147,4200.0,0.8556059992294741,0.8609546667301582,0.855182025119906,0.8520000100135803,0.8723333338896434,0.853400000333786,0.8561999982595444,71.31326478099328,52.4897078382025,49.66171009599654,51.1852024910872,2.8399999141693115,2.940000057220459,2.7799999713897705,2.9200000762939453,4730200.0,2.8666667981038105,2.8213618810667977,2.686470553974395,2.8459999799728393,2.8893333276112876,2.765999994277954,2.2033999967575073,78.71692735594434,57.34606190313046,53.95787469472445,55.9267440373232,2.0492310523986816,2.086153984069824,2.01230788230896,2.0492310523986816,7245872.0,2.105375554451671,2.0726714705386855,1.990579443629701,2.104615497589111,2.128307803471883,1.951200044155121,1.7753538715839385,32.21294351253093,39.22505712157194,47.69906914468342,53.023249248039214,42.5,44.5,42.5,43.75,12730200.0,45.56160659404344,45.194551404348104,43.51849095798283,46.675,45.59166666666667,43.95,38.125,48.91969783965177,37.652506260976295,45.25328874072729,51.45814132505187,182.0,187.0,179.0,179.0,2987500.0,180.6200511436,170.46222803235887,155.90008521058806,180.4,174.13333333333333,153.2,115.5175,34.489632848347256,46.057138313322326,55.39148786799802,61.31969174795873,38.5,40.0,38.25,39.25,9365500.0,38.85950585695678,35.97667635030924,33.69603934621163,39.7,35.3,32.935,28.479499988555908,62.86132892707675,56.189501782908124,63.03978596691275,64.08285942807106,4.21999979019165,4.320000171661377,4.179999828338623,4.300000190734863,13992600.0,4.273281105888754,4.364007799003779,4.425847044026244,4.255999946594239,4.3206665992736815,4.464399995803833,4.566300001144409,81.05700511435926,52.14974037364861,48.25396946371143,48.12292290422074,4.940000057220459,5.150000095367432,4.940000057220459,5.050000190734863,7762400.0,5.075621625153957,4.696384010384952,4.376309261913928,5.2230000495910645,4.624000000953674,4.208800001144409,3.687400004863739,53.70674625179547,49.224950361338074,56.90748268808923,59.76896580583929,167.5,169.0,166.0,169.0,3200.0,167.2379690922945,160.62064619041712,154.881497640533,166.85,160.7,151.39,142.635,64.32341211251916,63.95884172697011,66.84214310029873,67.5351177677731,,,,,,,,,,4.739999771118164,4.78000020980835,5.949999809265137
2020-11-04,0.8700000047683716,0.8700000047683716,0.8500000238418579,0.8600000143051147,1200.0,0.8564049110614087,0.8608930762511231,0.8553709658722672,0.853000009059906,0.8723333338896434,0.8546000003814698,0.8572999984025955,71.31326478099328,52.489707838202506,49.66171009599654,51.1852024910872,2.9800000190734863,3.119999885559082,2.9200000762939453,3.119999885559082,14978400.0,2.912727359459314,2.840628849098558,2.703471704232618,2.883999967575073,2.903333322207133,2.781199994087219,2.2228999960422517,94.88187386977634,72.52956250186094,61.22753548432577,59.10882541903574,2.0492310523986816,2.1600000858306885,2.030769109725952,2.1600000858306885,14475603.0,2.115307287429674,2.078305574751073,1.997223390382681,2.102769303321838,2.140000104904175,1.9628308057785033,1.782276952266693,82.76632803131614,56.65378690151794,54.31530120174023,56.199880903226834,43.75,46.5,43.0,46.0,21925400.0,45.64131448603554,45.246515829874035,43.615805038061936,46.375,45.71666666666667,44.04,38.2775,77.32227564243227,51.66850008000828,51.51094809645887,54.44416916366534,180.5,198.5,180.5,194.0,7090500.0,183.0527691174909,171.98079396575508,157.39419951605518,181.65,175.86666666666667,154.92,116.9025,90.6815842614954,69.43382411538866,64.39860399916455,65.35145655429858,39.75,42.25,39.0,41.5,20312600.0,39.33959570114645,36.33301981157962,34.00207701890921,40.0,35.65,33.21,28.69849998474121,91.36575556106531,71.51755711690653,69.3034648516286,67.30770626201993,4.340000152587891,4.360000133514404,4.21999979019165,4.21999979019165,12826000.0,4.263593593943826,4.354716959725577,4.417774602699398,4.261999940872192,4.313999923070272,4.445799989700317,4.567699999809265,42.92978325747489,45.04404670665346,45.69366594978401,47.032751177531345,5.050000190734863,5.300000190734863,4.960000038146973,5.199999809265137,12696600.0,5.098235840446899,4.728875352248189,4.408610852006132,5.203000020980835,4.663333328564962,4.245599999427795,3.7078000020980837,74.29061278125452,56.49626923625516,59.72567089207853,61.21125676812508,167.0,179.0,167.0,176.0,1500.0,168.83106562096822,161.6128625652289,155.70967420364937,168.05,161.73333333333332,152.21,143.0,96.37096592260158,81.6998623161176,74.89447420486701,71.84179967936518,,,,,,,,,,4.840000152587891,4.739999771118164,5.949999809265137
2020-11-05,0.8600000143051147,0.8999999761581421,0.8600000143051147,0.8700000047683716,185600.0,0.8588767462808564,0.8614806200264294,0.8559446536721145,0.8550000071525574,0.8726666669050852,0.8558000004291535,0.8584999984502792,87.43882316430117,59.13398784028404,52.571121146804735,52.46108918355612,3.140000104904175,3.180000066757202,3.059999942779541,3.140000104904175,7014300.0,2.9540496768129247,2.859943123666662,2.720590465043267,2.909999966621399,2.9046666622161865,2.7987999963760375,2.2426999974250794,95.55681988298545,73.65494040904264,61.87579579328737,59.411978829951714,2.1415390968322754,2.1415390968322754,2.086153984069824,2.086153984069824,7428306.0,2.110006686818792,2.0788119237393796,2.000710864644922,2.091692399978638,2.148923170566559,1.9724308061599731,1.7887384915351867,41.50024130301882,46.08171188992804,49.79296171210724,53.69575421506783,46.5,47.0,44.75,45.0,19252500.0,45.52471185221089,45.23061158278539,43.67008719343206,45.825,45.80833333333333,44.085,38.4225,51.7463445170661,46.13688565747248,48.839030371589395,52.94670268736368,198.5,199.0,193.0,199.0,4070700.0,185.95226564158347,173.7239685486096,159.02579953503343,183.15,177.4,156.7,118.3475,94.07164273822016,73.94951993456704,66.80467468496491,66.55360093967275,42.0,42.5,40.5,40.75,21211800.0,39.596032846392546,36.61798627534867,34.26670144954023,39.975,35.96666666666667,33.46,28.91099998474121,60.44005521082338,62.737522587518015,65.32912261907191,65.28640027006269,4.28000020980835,4.340000152587891,4.239999771118164,4.28000020980835,10356900.0,4.266576615010103,4.349896524247046,4.412371685331122,4.273999977111816,4.310666592915853,4.430399990081787,4.570500001907349,66.53881088813169,51.04714836723305,47.92534441710585,47.94764083406561,5.25,5.349999904632568,5.099999904632568,5.150000095367432,7052100.0,5.107647523159722,4.7560446905139475,4.437684939981085,5.178000020980835,4.704999995231629,4.279400000572204,3.7277000021934508,57.30415802245332,53.43536178397906,58.355693468184086,60.463797167513,176.0,176.5,174.0,176.5,2900.0,170.2254173262467,162.57332304489157,156.52498109762394,169.3,162.71666666666667,153.05,143.375,96.78369979492824,82.44072815991326,75.35486124189276,72.11513311564836,,,,,,,,,,4.800000190734863,4.739999771118164,6.150000095367432
2020-11-06,0.8500000238418579,0.8700000047683716,0.8500000238418579,0.8600000143051147,1400.0,0.8590809768307215,0.8613850970766672,0.8561036874224283,0.8560000061988831,0.8723333338896434,0.856800000667572,0.8594999986886979,41.16217238125933,50.63625539980649,49.49066787993478,51.07995963200088,3.0999999046325684,3.140000104904175,2.9600000381469727,3.0199999809265137,9884100.0,2.9660406411972136,2.870269372522136,2.7323320146857477,2.9299999713897704,2.905999994277954,2.807599997520447,2.2614999973773955,37.00212878984682,56.87822235946651,55.84290270698444,56.79837949246922,2.1046159267425537,2.1415390968322754,2.030769109725952,2.030769109725952,9162938.0,2.095599854620094,2.0757123873514165,2.001889619353982,2.0861539125442503,2.15015393892924,1.9783384895324707,1.7944615721702575,23.743156944936377,39.45526002590169,46.65540749004777,51.90148525202711,44.75,45.0,41.25,41.5,20320600.0,44.79294606089982,44.989926964541176,43.584985734866095,45.1,45.74166666666667,44.055,38.535,15.607902888024789,31.82620723503187,40.851934581286685,48.15150113686585,198.5,198.5,188.0,189.5,3699900.0,186.59730825220464,174.74177702934446,160.2208662199341,184.25,178.66666666666666,158.01,119.695,39.48529218893442,55.316825301054486,58.68880762602564,62.30476675855041,40.75,41.25,38.5,39.0,22623800.0,39.48766323795754,36.77166458016489,34.45232100053865,39.85,36.225,33.655,29.10599998474121,23.43015096970074,46.68841978933403,57.100755882957564,60.87377024647103,4.300000190734863,4.480000019073486,4.260000228881836,4.360000133514404,29502100.0,4.283562709283612,4.35054837000623,4.410317898985368,4.2940000057220455,4.311999924977621,4.419199991226196,4.575300002098084,84.08995183209288,58.32999316848326,50.826886112252765,49.158893750078725,5.150000095367432,5.150000095367432,4.860000133514404,4.920000076293945,7813200.0,5.0735298055477625,4.766622457338464,4.456599259052178,5.125000047683716,4.7356666644414265,4.30420000076294,3.74610000371933,18.46388594941667,41.13356870524115,52.40127609772599,57.14328380929984,176.5,177.0,175.5,175.5,2000.0,171.1844323578382,163.40730220328567,157.2690994859524,170.25,163.66666666666666,153.85,143.76,66.52147143182827,75.13997747370925,72.49163072673399,70.69531807564545,,,,,,,,,,4.659999847412109,4.619999885559082,6.199999809265137
2020-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,57.0,39.0,3.0,0.0,,,
2020-11-09,0.8799999952316284,0.8999999761581421,0.8600000143051147,0.8600000143051147,25100.0,0.8592480745533384,0.8612957368978574,0.8562564845550826,0.8580000102519989,0.8720000008742015,0.8578000009059906,0.859799998998642,41.16217238125933,50.63625539980648,49.49066787993479,51.07995963200088,3.059999942779541,3.0999999046325684,2.8399999141693115,2.9000000953674316,9181200.0,2.954033269228162,2.8721874836734456,2.73890723353601,2.9359999895095825,2.9026666641235352,2.811599998474121,2.279299998283386,16.626100387065918,44.668917576651715,50.53657069152897,54.32610898390065,2.0492310523986816,2.196923017501831,2.0492310523986816,2.196923017501831,14122003.0,2.114022247871319,2.083532428006282,2.0095379879088,2.108307719230652,2.150769305229187,1.9873846507072448,1.8014769518375398,78.62315279508702,60.106784534101195,55.678265053226575,56.42077081532661,41.75,41.75,39.25,39.5,18165300.0,43.830592231645305,44.635738128119165,43.424790215851736,44.175,45.6,44.03,38.6275,8.680003317280757,26.24422026008868,37.11654394844885,45.7046179436333,193.5,194.5,189.5,193.5,2266300.0,187.85234311544016,175.95198496293517,161.52593028974061,185.65,179.91666666666666,159.6,121.0625,59.34908077080672,60.36296325032219,60.84570060990453,63.32460813883146,39.25,39.5,37.25,37.25,22138900.0,39.080815376510714,36.80252492983168,34.56203390247831,39.55,36.45,33.825,29.284499988555908,10.531913236497203,35.722472569866014,50.280632523679785,56.895656797317145,4.420000076293945,4.78000020980835,4.380000114440918,4.78000020980835,45922500.0,4.373824073015382,4.378254940316044,4.424815244507838,4.318000030517578,4.331999937693278,4.4155999946594235,4.583500003814697,97.55511781623872,78.49033157324244,62.60674649555968,54.863263012757486,5.050000190734863,5.099999904632568,4.760000228881836,4.78000020980835,8181000.0,5.020160788140596,4.767485538142973,4.46928164927791,5.0830000877380375,4.76366666952769,4.329400005340577,3.7625000047683717,10.116440344624582,35.212296700025945,49.11605964254044,55.2332824601787,172.0,175.0,172.0,174.0,1200.0,171.69635374732215,164.09070206113822,157.92521323160133,171.05,164.55,154.59,144.15,34.32415050461582,64.80916188532825,68.29946644924196,68.59955971666439,,,,,,,,,,4.579999923706055,4.260000228881836,6.150000095367432
2020-11-10,0.8100000023841858,0.8600000143051147,0.8100000023841858,0.8600000143051147,223600.0,0.8593847908718432,0.861212141891874,0.8564032896433192,0.8590000092983245,0.8716666678587596,0.8588000011444091,0.8603999990224839,41.16217238125933,50.63625539980649,49.49066787993479,51.07995963200087,2.799999952316284,2.8399999141693115,2.6600000858306885,2.759999990463257,8554800.0,2.9187544912709065,2.8649495808856913,2.739734400474333,2.93199999332428,2.897333327929179,2.8135999965667726,2.2958999979496,7.276501540716097,34.34696127360427,45.146630008697635,51.61464539302716,2.1415390968322754,2.1600000858306885,2.0492310523986816,2.0676920413970947,10539963.0,2.1055985739669145,2.082510467579883,2.011818539025988,2.0990769147872923,2.146461606025696,1.9938461923599242,1.8072000217437745,37.0952675393885,45.592226630537695,48.768910191242114,52.455197644173076,37.0,38.0,33.25,35.25,33422800.0,42.27048455316434,44.030206635982445,43.10421020738696,42.9,45.291666666666664,43.9,38.695,3.00715227737122,18.133934512332843,30.693835885929985,41.11205817096346,178.0,185.0,161.0,163.5,7505700.0,183.4246443671783,175.14863109435873,161.60334478818217,184.5,180.26666666666668,160.54,122.115,10.01890503322698,29.93625132105519,42.797754153449226,52.33833028774645,34.25,35.25,32.25,33.75,33807100.0,38.11157621714513,36.60558783758447,34.530189435714455,38.8,36.541666666666664,33.88,29.436999988555907,3.289177744897363,22.844834138748972,39.99236706139753,50.119177014239774,4.739999771118164,4.78000020980835,4.380000114440918,4.400000095367432,35980600.0,4.3785833498066635,4.379657853545166,4.423842101404293,4.320000028610229,4.338666613896688,4.404399995803833,4.588300004005432,38.537154681017306,51.45966298290244,50.75880584353293,49.64934956398988,4.760000228881836,4.760000228881836,4.380000114440918,4.420000076293945,14359100.0,4.911040658713932,4.745067121249487,4.467349038572657,4.9900001049041744,4.779000004132588,4.346200008392334,3.776500005722046,3.0424768846096484,24.381932993205442,41.85030857367249,50.7233054858223,174.0,176.0,172.0,176.0,8400.0,172.47883488417267,164.85904386364544,158.63402839898953,172.25,165.48333333333332,155.37,144.585,71.3294024797521,71.15458184516918,70.72997388119877,69.83307242522743,,,,,,,,,,4.159999847412109,3.9200000762939453,5.849999904632568
2020-11-11,0.8700000047683716,0.8700000047683716,0.8600000143051147,0.8700000047683716,1200.0,0.8613148297621209,0.8617791007871319,0.8569364941580272,0.8580000102519989,0.8713333348433177,0.8598000013828277,0.8613999992609024,88.75846697118396,60.45581938389234,52.93510698724662,52.46536556614125,2.700000047683716,2.819999933242798,2.700000047683716,2.7799999713897705,3056500.0,2.8935263967470632,2.8594689609182127,2.741313442471017,2.915999984741211,2.89333332379659,2.8163999938964843,2.3128999972343447,20.112066329884836,36.84858584575254,46.03215174091848,51.96892160415404,2.0676920413970947,2.1046159267425537,2.0492310523986816,2.0492310523986816,6119423.0,2.0953499336817814,2.0803634085359346,2.0132856964131527,2.091692328453064,2.1396923780441286,2.0006769728660583,1.813200021982193,32.23135011677544,43.77994730504372,47.85531252117142,51.91596094046184,35.0,37.0,34.75,36.25,19250400.0,41.17585099804355,43.52825782075777,42.83541765023453,41.85,45.03333333333333,43.815,38.7625,25.82120048321354,24.70395832634365,33.60509690929009,42.51797971137265,167.0,171.5,164.0,167.0,6462100.0,180.43834539132772,174.62291295923885,161.81497832590054,182.6,180.88333333333333,161.54,123.21,24.635388957330537,34.55464882217748,44.85294289507307,53.31583246377205,33.0,36.0,32.75,35.75,33555900.0,37.68219872311874,36.55038862225644,34.57802514411781,38.35,36.68333333333333,33.995,29.60849998474121,45.84866938424063,38.1369969008926,46.70337526853959,53.400094272378105,4.420000076293945,4.519999980926514,4.420000076293945,4.460000038146973,11392300.0,4.3933863840503555,4.384841220293669,4.425260059707927,4.330000019073486,4.346666622161865,4.392599992752075,4.594100003242493,48.39578229014194,54.43296965276652,52.293942541972974,50.418990072929084,4.420000076293945,4.639999866485596,4.420000076293945,4.579999923706055,5870300.0,4.850851434167045,4.734417624633782,4.471766720342594,4.918000078201294,4.7996666669845585,4.366600008010864,3.792700004577637,40.207198903492106,35.038195738383756,45.695305204781,52.506298544052456,173.0,174.5,173.0,174.5,300.0,172.8463194506867,165.48104103373282,159.25622336373505,172.9,166.36666666666667,156.14,144.985,38.6571629716214,61.21966535641234,66.60534024185615,67.76762254626145,,,,,,,,,,4.300000190734863,4.420000076293945,5.849999904632568
2020-11-12,0.8700000047683716,0.9200000166893005,0.8700000047683716,0.8700000047683716,267100.0,0.86289395249053,0.8623094816891475,0.8574487886917662,0.8600000083446503,0.8706666688124339,0.8610000014305115,0.8620999991893769,88.75846697118396,60.45581938389234,52.93510698724661,52.46536556614125,2.799999952316284,2.9800000190734863,2.799999952316284,2.9200000762939453,7125600.0,2.898339793028314,2.86337419416826,2.7483207614444654,2.922000002861023,2.894666655858358,2.823999996185303,2.3314999985694884,72.8087432792019,52.16061949552374,51.88731449304551,54.38736147921162,2.086153984069824,2.1046159267425537,2.030769109725952,2.0492310523986816,4527465.0,2.0869646825393997,2.0783548694303056,2.0146953182165066,2.0843077421188356,2.136615443229675,2.0080615949630736,1.8194769525527954,32.23135011677544,43.77994730504373,47.855312521171435,51.91596094046184,36.5,38.25,36.25,37.25,18097500.0,40.46205990749018,43.12320892909599,42.616381663950825,41.175,44.791666666666664,43.745,38.8475,49.55290017570381,31.318281692395097,36.47861493551447,43.903440354183125,169.0,175.5,168.5,173.5,4458700.0,179.17682804744993,174.5504669618686,162.2732144699829,181.9,181.5,162.67,124.3925,52.99543719046167,42.937222927533064,48.54998290871247,55.085546788228335,36.5,37.5,36.25,37.0,28832700.0,37.5581625916426,36.57939580791732,34.67300455023084,38.175,36.86666666666667,34.13,29.799499988555908,65.06561814311326,46.142864714436364,50.434385735942094,55.301009110060114,4.460000038146973,4.699999809265137,4.460000038146973,4.5,30981100.0,4.412770677859381,4.3922708189844,4.428191037758597,4.362000036239624,4.353333282470703,4.381599988937378,4.5993000030517575,57.48772833697371,56.561602221549585,53.33835477273686,50.936210795272494,4.699999809265137,4.960000038146973,4.619999885559082,4.659999847412109,23559300.0,4.816151145666147,4.729616477716254,4.479148411600223,4.879000043869018,4.82433332602183,4.390200004577637,3.810900003910065,56.77553795312081,40.1027097218294,47.562315625796955,53.37883674756426,173.5,174.5,172.0,174.5,600.0,173.14698864147093,166.06290935413716,159.8540185259415,173.35,167.21666666666667,156.94,145.41,38.6571629716214,61.21966535641234,66.60534024185615,67.76762254626145,,,,,,,,,,4.340000152587891,4.400000095367432,5.900000095367432
