,TEAM_OPEN,TEAM_HIGH,TEAM_LOW,TEAM_CLOSE,TEAM_VOLUME,TEAM_ema10,TEAM_ema30,TEAM_ema50,TEAM_ma10,TEAM_ma30,TEAM_ma50,TEAM_ma100,TEAM_rsi2,TEAM_rsi6,TEAM_rsi14,TEAM_rsi30,SMT_OPEN,SMT_HIGH,SMT_LOW,SMT_CLOSE,SMT_VOLUME,SMT_ema10,SMT_ema30,SMT_ema50,SMT_ma10,SMT_ma30,SMT_ma50,SMT_ma100,SMT_rsi2,SMT_rsi6,SMT_rsi14,SMT_rsi30,CCET_OPEN,CCET_HIGH,CCET_LOW,CCET_CLOSE,CCET_VOLUME,CCET_ema10,CCET_ema30,CCET_ema50,CCET_ma10,CCET_ma30,CCET_ma50,CCET_ma100,CCET_rsi2,CCET_rsi6,CCET_rsi14,CCET_rsi30,HANA_OPEN,HANA_HIGH,HANA_LOW,HANA_CLOSE,HANA_VOLUME,HANA_ema10,HANA_ema30,HANA_ema50,HANA_ma10,HANA_ma30,HANA_ma50,HANA_ma100,HANA_rsi2,HANA_rsi6,HANA_rsi14,HANA_rsi30,DELTA_OPEN,DELTA_HIGH,DELTA_LOW,DELTA_CLOSE,DELTA_VOLUME,DELTA_ema10,DELTA_ema30,DELTA_ema50,DELTA_ma10,DELTA_ma30,DELTA_ma50,DELTA_ma100,DELTA_rsi2,DELTA_rsi6,DELTA_rsi14,DELTA_rsi30,KCE_OPEN,KCE_HIGH,KCE_LOW,KCE_CLOSE,KCE_VOLUME,KCE_ema10,KCE_ema30,KCE_ema50,KCE_ma10,KCE_ma30,KCE_ma50,KCE_ma100,KCE_rsi2,KCE_rsi6,KCE_rsi14,KCE_rsi30,NEX_OPEN,NEX_HIGH,NEX_LOW,NEX_CLOSE,NEX_VOLUME,NEX_ema10,NEX_ema30,NEX_ema50,NEX_ma10,NEX_ma30,NEX_ma50,NEX_ma100,NEX_rsi2,NEX_rsi6,NEX_rsi14,NEX_rsi30,SVI_OPEN,SVI_HIGH,SVI_LOW,SVI_CLOSE,SVI_VOLUME,SVI_ema10,SVI_ema30,SVI_ema50,SVI_ma10,SVI_ma30,SVI_ma50,SVI_ma100,SVI_rsi2,SVI_rsi6,SVI_rsi14,SVI_rsi30,METCO_OPEN,METCO_HIGH,METCO_LOW,METCO_CLOSE,METCO_VOLUME,METCO_ema10,METCO_ema30,METCO_ema50,METCO_ma10,METCO_ma30,METCO_ma50,METCO_ma100,METCO_rsi2,METCO_rsi6,METCO_rsi14,METCO_rsi30,set50_index,set100_index,foreign_SET.BUY,foreign_SET.SELL,DELTA_gg_trend,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,delta หุ้น,delta airlines,AS_top3_SET100_corr,NER_top3_SET100_corr,BOL_top3_SET100_corr
2020-06-08,0.75,0.7599999904632568,0.7400000095367432,0.75,211100.0,0.7241080198379779,0.667202262946456,0.6379511658527998,0.7260000169277191,0.6730000038941701,0.5760000020265579,0.6183000001311302,96.44784006522791,75.79868357809057,70.56160805062471,62.71323626521691,1.1799999475479126,1.2100000381469727,1.159999966621399,1.159999966621399,2089400.0,1.1262151646536191,1.0048064630298483,0.9585421055352541,1.1539999961853027,0.9633333265781403,0.8763999950885772,0.9260999935865403,35.58770931565378,65.79328761898046,69.82099186848752,64.52796206801816,1.4676920175552368,1.4861539602279663,1.4307689666748047,1.440000057220459,2646474.0,1.4435473910323227,1.3981437754998625,1.395638131545026,1.4686153173446654,1.372307542959849,1.3329229903221131,1.4607691860198975,31.88796733605886,49.586521059053155,55.6080131711578,52.71089774712312,31.0,31.75,30.25,30.5,3191400.0,30.033025170899087,28.955006045876114,28.629624964350267,30.0,28.85,26.966999969482423,29.70349998474121,54.86681307007996,58.408484218857645,57.41546238523348,53.888994190443256,55.0,55.75,54.0,54.5,1363600.0,55.86342862419296,52.303811209384584,49.83566957890653,56.725,51.65833333333333,45.475,47.79,14.533417206429297,37.1394303950156,55.536121946643505,57.5225204580382,19.799999237060547,20.5,19.399999618530273,19.5,70786100.0,18.943141781003344,17.65233195374566,17.4147989798803,19.119999885559082,17.176666704813638,15.97600004196167,18.241500091552734,52.31737122158308,64.23703936839239,62.12246052685393,55.71303550218885,4.039999961853027,4.059999942779541,3.9600000381469727,4.0,5378600.0,3.950967026403018,3.533872375129107,3.3087663016374838,4.049999928474426,3.349999992052714,3.1051999807357786,2.9764506602287293,44.4905784146919,54.78948818823668,61.19164143621111,61.41579055765456,3.180000066757202,3.2200000286102295,3.1600000858306885,3.1600000858306885,3095500.0,3.097848133525236,2.8353026694320036,2.713267448269858,3.1240000247955324,2.7706666628519696,2.4785999989509584,2.634999990463257,64.85119753266555,61.625609743869084,64.02785135690934,60.76479027387037,141.0,141.0,139.0,139.0,8300.0,133.1526685745185,129.6321350452875,131.3698542028289,132.15,127.61666666666666,127.2,142.48,85.10159211289603,89.63845486475167,74.00406644288981,56.574049847239465,,,,,,,,,,1.5,2.740000009536743,3.7799999713897705
2020-06-09,0.75,0.800000011920929,0.75,0.7599999904632568,483900.0,0.7306338326789377,0.6731892131088303,0.6427373942688961,0.7300000131130219,0.6793333371480306,0.5846000015735626,0.6182000002264977,98.55216153160717,79.49976995640256,72.08607872745432,63.513709532636305,1.2100000381469727,1.2100000381469727,1.1399999856948853,1.1399999856948853,2400800.0,1.128721495752031,1.0135286257824314,0.9656581008356317,1.1509999990463258,0.9753333270549774,0.8855999946594239,0.9255999928712845,14.643091855521511,57.11660312707058,66.14520834122251,62.778794754870546,1.4769229888916016,1.5415380001068115,1.458461046218872,1.458461046218872,17606436.0,1.4462589647026043,1.4020352123204438,1.3981017752577258,1.459384524822235,1.3784613768259684,1.336984510421753,1.4581845664978028,62.192393805205796,56.03066931896124,57.907845626109385,53.94278877264492,30.5,31.25,30.0,30.25,2850700.0,30.072475139826523,29.038554042916367,28.693169083395357,30.125,28.95,27.185999984741212,29.650999984741212,34.753574805131315,54.087143996081736,55.95670216368565,53.32143006086984,54.75,56.75,54.75,54.75,1311700.0,55.66098705615787,52.461629841037194,50.02838841894942,56.2,52.15,45.955,47.79,33.60709720905125,40.0738531186071,56.27842100203409,57.82690002496107,19.700000762939453,20.5,19.399999618530273,19.5,93431100.0,19.044388729911827,17.771536343826586,17.496571568904603,19.329999923706055,17.320000044504802,16.12600004196167,18.23450008392334,52.31737122158308,64.23703936839237,62.12246052685393,55.713035502188845,3.9800000190734863,4.039999961853027,3.880000114440918,3.880000114440918,7227300.0,3.9380639515008173,3.556203197020192,3.3311676276297755,4.019999957084655,3.38799999554952,3.1215999841690065,2.986797780990601,21.22318072155973,47.00979385860247,57.483121072260225,59.26175980340935,3.180000066757202,3.299999952316284,3.0799999237060547,3.0799999237060547,10741400.0,3.094603004467203,2.8510895890625876,2.727649113973239,3.1420000076293944,2.800666658083598,2.5017999982833863,2.6309999895095824,11.407360448635346,49.361371696750204,59.464460650912415,58.586167561726455,140.0,140.0,137.0,137.0,2300.0,133.85218337915148,130.10748117139798,131.5906442340905,133.15,127.88333333333334,127.34,142.11,38.868984619653446,71.56731186965011,67.08619043235711,54.273746140251355,,,,,,,,,,1.4700000286102295,2.559999942779541,3.700000047683716
2020-06-10,0.75,0.8399999737739563,0.75,0.8299999833106995,1140300.0,0.7487004055210761,0.6833060369928219,0.650081025211712,0.7410000085830688,0.6863333364327748,0.5942000013589859,0.6187000003457069,99.84421280141768,91.02679778778881,79.92353759914025,68.42266686620816,1.149999976158142,1.1699999570846558,1.1200000047683716,1.1200000047683716,884700.0,1.1271357701186384,1.0203977470073309,0.9717107245192687,1.147000002861023,0.9856666604677836,0.8949999952316284,0.9251999932527543,6.726053816086466,49.31269417070758,62.59628084515572,61.0663804788555,1.4953850507736206,1.5046149492263794,1.4676920175552368,1.4953850507736206,4834048.0,1.4551909803518799,1.4080577825432297,1.401916805670114,1.4575384259223938,1.3846152464548747,1.3415999102592469,1.4558768773078918,86.39905998828912,66.35340949665331,62.13342405949934,56.298307534220044,30.5,31.25,29.75,30.25,3764600.0,30.10475238713079,29.116711846599184,28.754221276203385,30.15,29.066666666666666,27.376999969482423,29.595999984741212,34.753574805131315,54.08714399608175,55.95670216368565,53.32143006086984,55.25,56.75,54.0,56.75,1701100.0,55.858989409583714,52.73829888355093,50.29198102997101,55.95,52.7,46.425,47.8425,85.47436214387248,58.61859609581544,61.77612056005394,60.187844076471386,19.799999237060547,19.799999237060547,19.100000381469727,19.399999618530273,35243600.0,19.10904525511518,17.876598490581664,17.571215806144828,19.26999988555908,17.460000038146973,16.25800003051758,18.22050008773804,28.745186646055025,61.00648991594735,61.200008934117385,55.38744050428026,3.9200000762939453,3.9600000381469727,3.8399999141693115,3.9600000381469727,3288200.0,3.942052330891027,3.5822546061251463,3.355827722159862,4.005999970436096,3.4266666650772093,3.1399999856948853,2.9975577807426452,53.58692848239214,52.415146291213134,59.25594748019164,60.223873373980815,3.119999885559082,3.140000104904175,3.0799999237060547,3.140000104904175,1466200.0,3.10285702272847,2.8697289771813996,2.74381974106857,3.156000018119812,2.830666661262512,2.524800000190735,2.627399990558624,60.38162789080743,57.053553167823516,61.670908318028474,59.70700976149076,137.0,137.0,135.0,135.0,4600.0,134.06087731021483,130.42312754743682,131.72434446020458,133.75,128.06666666666666,127.44,141.72,18.62855186156976,57.6263272551919,60.9502984014449,52.083023700528386,,,,,,,,,,1.5199999809265137,2.619999885559082,3.7200000286102295
2020-06-11,0.8999999761581421,0.8999999761581421,0.800000011920929,0.800000011920929,1320900.0,0.7580276066846856,0.6908346805365707,0.655960201161093,0.7480000078678131,0.6920000036557515,0.602800001502037,0.6189000007510185,56.57172309566268,70.60849452156097,70.75464454208084,64.5710465123936,1.1399999856948853,1.1399999856948853,1.090000033378601,1.100000023841858,1887000.0,1.1222019980683147,1.0255333777708489,0.9767416774338801,1.147000002861023,0.995333327849706,0.9039999961853027,0.9248999935388565,3.2316068233818736,42.36640741955415,59.1769881442717,59.39052603695204,1.4953850507736206,1.5323079824447632,1.4769229888916016,1.4953850507736206,5810023.0,1.4624989931558328,1.4136917998484164,1.405582227046722,1.4584615349769592,1.391384482383728,1.3462153100967407,1.4535691881179809,86.39905998828912,66.35340949665331,62.13342405949935,56.29830753422005,29.5,30.0,28.0,28.5,4485800.0,29.812979225834283,29.07692398552827,28.74425181439149,30.025,29.158333333333335,27.532999954223634,29.53099998474121,3.0852787091512135,30.981883390663718,46.38845545331324,49.42217811660359,57.0,58.25,56.0,58.25,2009000.0,56.29371860784122,53.093892503967005,50.604060205266265,55.9,53.34166666666667,46.925,47.905,93.31178413450256,67.6332014442792,65.30029129378771,61.84508328682369,19.200000762939453,19.299999237060547,18.299999237060547,18.5,43730100.0,18.998309754185147,17.916817942802204,17.60763871570778,19.189999961853026,17.583333365122478,16.366000022888183,18.200500087738035,3.155320187904581,39.533963403177445,53.50026594291112,52.529282104749875,3.9200000762939453,4.019999980926514,3.880000114440918,3.9200000762939453,4826200.0,3.9380428300551937,3.6040446364586174,3.3779521282043357,3.995999979972839,3.4673333326975504,3.1575999879837036,3.007724232673645,37.98260071187536,49.392150173267815,57.954734332056766,59.497076644262364,3.0999999046325684,3.119999885559082,2.940000057220459,3.0199999809265137,3989900.0,3.087792106037205,2.8794238806488264,2.754650338710058,3.1340000152587892,2.855999994277954,2.5453999996185304,2.6229999899864196,18.80340461712456,41.81072212777919,55.19939553372551,56.54098151843637,135.0,135.0,132.5,132.5,9600.0,133.7770814356303,130.55711931856993,131.7547623245103,134.1,128.18333333333334,127.56,141.295,8.092906644631697,44.595754209976754,54.26858597049377,49.4993915046968,,,,,,,,,,1.4800000190734863,2.640000104904175,3.700000047683716
2020-06-12,0.8100000023841858,0.8299999833106995,0.7699999809265137,0.7699999809265137,398500.0,0.7602044020013815,0.6959421192714057,0.660432349387188,0.7550000071525573,0.6960000038146973,0.6108000010251999,0.6186000004410743,30.304085132139278,55.63344010303396,62.974423186780434,61.01780926229683,1.100000023841858,1.100000023841858,1.0499999523162842,1.0800000429153442,481700.0,1.114528915313229,1.029047356167268,0.9807910250998199,1.1440000057220459,1.0046666622161866,0.9123999965190888,0.9243999940156936,1.5848373410599743,36.24051236971594,55.889225022396694,57.751005274716164,1.4676920175552368,1.4676920175552368,1.4307689666748047,1.4492310285568237,2660124.0,1.460086635956013,1.415984653313475,1.4072939447530004,1.4575385332107544,1.3963075836499532,1.3500922298431397,1.4508922684192658,20.565193913895097,46.64302484328858,54.23985110618677,52.693413247191984,27.5,29.75,27.5,29.5,2637300.0,29.75607391204623,29.104219212268383,28.773888998140844,30.075,29.291666666666668,27.692999954223634,29.46599998474121,52.52534128950411,46.61872289828998,51.49272676042314,51.51795778278145,57.0,57.5,55.75,57.5,1207900.0,56.51304249732463,53.37815750371107,50.87448921682446,55.95,53.875,47.38,47.97,60.609469067957185,59.815063697549384,62.211777973210914,60.54156711514905,17.700000762939453,18.700000762939453,17.700000762939453,18.600000381469727,27203400.0,18.925889868236887,17.960894229167852,17.64655485946315,19.15,17.71666669845581,16.47200002670288,18.18250009536743,19.149898143507635,42.24441510768276,54.18991767385124,52.8091899158048,3.8399999141693115,3.880000114440918,3.799999952316284,3.880000114440918,3721200.0,3.9274896090344162,3.621848215683282,3.397640284527339,3.983999991416931,3.50600000222524,3.174799990653992,3.0176842331886293,24.003265398351733,46.19504152624518,56.61586158822863,58.763450456426916,2.9000000953674316,3.0,2.859999895095825,2.9600000381469727,2166900.0,3.064557184602617,2.8846223424229005,2.762703268099741,3.100000023841858,2.880666661262512,2.5646000003814695,2.6195999908447267,11.135570399487086,36.03440897155166,52.24721804500077,55.03161700354143,132.5,134.5,132.5,134.5,4600.0,133.9085211746066,130.81149871737188,131.86241870394127,134.6,128.45,127.74,140.89,51.7523497725515,54.47761654901736,58.215036322763396,51.4908506495123,,,,,,,,,,1.5,2.6600000858306885,3.680000066757202
2020-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,45.0,18.0,1.0,0.0,,,
2020-06-15,0.7799999713897705,0.8100000023841858,0.7699999809265137,0.800000011920929,604700.0,0.7674399674412992,0.7026555317004072,0.6659055910551778,0.7630000054836273,0.7020000040531158,0.6190000015497208,0.6185000005364418,63.86283160457158,64.63415066064373,66.89471999248042,63.11738407491905,1.0800000429153442,1.090000033378601,1.0299999713897705,1.059999942779541,423100.0,1.1046145566707402,1.0310442972390275,0.9838972571656913,1.1370000004768372,1.0136666595935822,0.9203999948501587,0.9234999936819076,0.7848952227869463,30.882074339618573,52.734032139610385,56.14755160036556,1.4492310285568237,1.4676920175552368,1.4030770063400269,1.42153799533844,1988999.0,1.4530777922073632,1.416342933444118,1.4078525349720374,1.4556923270225526,1.400922950108846,1.353415288925171,1.447846108675003,10.742428392361285,38.42468041892836,50.12505029921361,50.67917445854614,29.5,29.5,28.0,28.75,3255400.0,29.573151382583276,29.081366359863974,28.77295217468434,29.95,29.358333333333334,27.85199996948242,29.380999984741212,29.75586328693126,38.722917212493364,47.81573848322824,49.91328612062685,56.0,56.75,53.5,55.25,850000.0,56.28339840690197,53.498921535729714,51.04607787498821,55.975,54.275,47.81,47.995,19.533941862956535,42.237917331427425,53.965524159861516,56.82457248783987,18.399999618530273,18.600000381469727,17.899999618530273,17.899999618530273,13341000.0,18.73936436829023,17.95696554461059,17.656493869622647,19.06999988555908,17.81333335240682,16.57400001525879,18.137500095367432,5.7816391380063505,30.688894475861233,48.740491133317605,50.64666946506025,3.859999895095825,4.019999980926514,3.859999895095825,3.9800000190734863,7265600.0,3.9370369563142473,3.64495478364394,3.4204779211762077,3.962000012397766,3.5486666679382326,3.195199990272522,3.0270957827568052,73.24274227104536,54.944286704115925,59.15625308084938,60.03780934139269,2.9600000381469727,2.9800000190734863,2.8399999141693115,2.8399999141693115,1518700.0,3.0237285899783792,2.881743476083959,2.7657345091220775,3.0760000228881834,2.899999992052714,2.582999999523163,2.6145999908447264,4.232187408456055,27.061596669531596,46.850408787339404,52.15123866918443,134.0,134.0,132.0,132.0,10000.0,133.5615173246781,130.88817621947692,131.86781404888475,134.85,128.65,127.81,140.465,23.657165721262437,42.97904749342392,52.15615710900712,48.99258610481299,,,,,,,,,,1.5299999713897705,2.7799999713897705,3.680000066757202
2020-06-16,0.7699999809265137,0.8600000143051147,0.7599999904632568,0.8399999737739563,817300.0,0.7806326958654186,0.7115164634470877,0.6727328217500319,0.775,0.7090000033378601,0.6278000009059906,0.6188000002503395,84.17814807227009,73.30060692038519,71.26361673242795,65.66789219286333,1.059999942779541,1.0700000524520874,1.059999942779541,1.0700000524520874,219400.0,1.0983210104491667,1.0335575717689023,0.987273837373001,1.125,1.0226666609446207,0.9287999963760376,0.9230999940633774,34.06539633827837,36.514223621013734,54.12846738982892,56.7684119251457,1.4307689666748047,1.440000057220459,1.393846035003662,1.393846035003662,3372848.0,1.4423083818066902,1.414891520641508,1.4073032604634739,1.4501538276672363,1.4021537184715271,1.3561845088005067,1.4446153390407561,5.49416368094016,31.718506894193045,46.33933474084984,48.75143448056498,29.0,30.0,28.75,28.75,2493600.0,29.42348749484086,29.059987885034044,28.772052089402607,29.725,29.391666666666666,27.966999969482423,29.310999984741212,29.75586328693126,38.722917212493364,47.815738483228245,49.91328612062686,58.5,58.5,53.0,53.5,1384200.0,55.77732596928343,53.49899111406974,51.14231011518475,55.85,54.55833333333333,48.2,48.0,9.509211503841938,33.14681772190325,48.57269682712106,54.149641111919735,18.299999237060547,18.700000762939453,18.100000381469727,18.299999237060547,15982900.0,18.65947979897574,17.979096750575103,17.681729374228055,18.999999809265137,17.9,16.6660000038147,18.103500080108642,47.59270219996755,41.636175535356195,51.72776775946546,51.813113494559346,4.0,4.019999980926514,3.940000057220459,4.0,3236100.0,3.9484847824389293,3.6678609266346536,3.443204277208513,3.950000023841858,3.5973333358764648,3.2191999912261964,3.0370944428443907,78.75002037157705,56.636607831055855,59.66495907342831,60.29169840675863,2.9000000953674316,2.9200000762939453,2.859999895095825,2.880000114440918,1547600.0,2.9975961398806588,2.881631001139247,2.770215513252228,3.0540000438690185,2.9146666606267293,2.601800000667572,2.610599992275238,32.23790894530153,33.66842754438085,48.7507288170274,52.999526472798735,133.0,133.5,133.0,133.5,700.0,133.5503323565548,131.05668097951067,131.93182134108537,135.2,128.88333333333333,127.91,140.05,53.77232252437104,50.50136136156867,55.17091818571044,50.48376744014888,,,,,,,,,,1.6299999952316284,2.6600000858306885,3.680000066757202
2020-06-17,0.8799999952316284,0.9599999785423279,0.8700000047683716,0.949999988079071,2219400.0,0.8114267489951736,0.7269024972943124,0.6836060439590138,0.7979999959468842,0.7200000027815501,0.6388000005483627,0.6203999999165535,96.13342117160057,85.23811510138277,79.33874006356541,71.31163498873144,1.0700000524520874,1.2300000190734863,1.059999942779541,1.2300000190734863,6418600.0,1.122262648380861,1.0462312780466174,0.996792511165177,1.1289999961853028,1.034333328406016,0.9391999971866608,0.9243999940156936,94.38084068671081,75.24453279206632,69.5879582769481,64.97582606926031,1.42153799533844,1.4492310285568237,1.3846149444580078,1.440000057220459,2530557.0,1.4418886864273752,1.4165114262272467,1.4085854877872772,1.4510769367218017,1.4055383523305258,1.3600614309310912,1.4420307195186615,64.04629789892581,49.38592017492281,52.7452237143965,51.905654963596184,28.5,29.25,28.0,28.0,4821300.0,29.164671586687973,28.991601569870557,28.741775536877014,29.525,29.358333333333334,28.076999969482422,29.235999984741213,10.883714947926709,31.13043530701508,44.158680784288634,48.30319693379177,52.0,54.0,52.0,53.25,1249500.0,55.317812156686436,53.482927171226535,51.224964620471624,55.5,54.84166666666667,48.585,47.9975,8.293201903962846,31.967303633514838,47.83724718824079,53.77554216790345,18.200000762939453,18.799999237060547,18.200000762939453,18.600000381469727,14630400.0,18.64866535942919,18.0191550493425,17.717740001963023,18.969999885559083,17.936666679382324,16.75400001525879,18.06850008010864,68.53651710507457,48.900052456628494,53.897821387568214,52.68081683427446,4.0,4.019999980926514,3.9000000953674316,3.940000057220459,3713600.0,3.94694210512648,3.685418289898254,3.462686464659962,3.9600000381469727,3.6460000038146974,3.2403999900817873,3.046493103504181,35.23581858146011,49.89050020407855,57.356971698205754,59.125917037155155,2.880000114440918,2.940000057220459,2.880000114440918,2.9200000762939453,940300.0,2.9834877646830744,2.8841064253427757,2.776089417685237,3.0300000429153444,2.9299999952316282,2.6222000026702883,2.60699999332428,57.24421309998433,40.171569105383846,50.650880709420456,53.8459792466891,133.5,134.0,133.5,133.5,500.0,133.54118101899937,131.21431446470353,131.99331854339576,135.3,129.11666666666667,128.12,139.635,53.77232252437104,50.50136136156866,55.170918185710434,50.48376744014889,,,,,,,,,,1.5299999713897705,2.740000009536743,3.7200000286102295
2020-06-18,0.9800000190734863,0.9800000190734863,0.9300000071525574,0.9300000071525574,1024300.0,0.8329855232056069,0.7400055624464574,0.693268552319545,0.8179999947547912,0.7303333361943563,0.6498000007867814,0.6217999997735023,75.41237645545642,77.66212102823435,75.20100911014154,69.17287204809114,1.3300000429153442,1.3600000143051147,1.2100000381469727,1.2300000190734863,17573600.0,1.1418512612340657,1.0580873258548025,1.0059379036321694,1.1360000014305114,1.0459999958674113,0.9491999971866608,0.925899993777275,94.38084068671081,75.24453279206632,69.5879582769481,64.97582606926031,1.440000057220459,1.458461046218872,1.4307689666748047,1.4492310285568237,1235216.0,1.4432236577236386,1.418622368313026,1.4101794305625537,1.4510769367218017,1.4104614535967508,1.3641229724884034,1.439630719423294,71.18699350584751,52.345262043442084,53.929807842565644,52.510396751664985,28.0,28.25,27.75,28.0,4730800.0,28.952913116381065,28.927627275040198,28.71268630013674,29.325,29.358333333333334,28.188999977111816,29.16099998474121,10.883714947926709,31.130435307015077,44.15868078428864,48.30319693379177,52.5,54.75,52.5,54.0,760000.0,55.07820994637981,53.51628670856676,51.33378953731587,55.325,55.19166666666667,48.985,47.9775,48.10798124776084,39.6929035336649,50.26993130442949,54.74581562989195,18.399999618530273,19.5,18.399999618530273,19.5,47257900.0,18.80345347589661,18.11469343325589,17.787632550905652,18.939999961853026,18.05333334604899,16.862000007629394,18.043500080108643,90.7400498890842,64.71117217619387,59.74441989213367,55.18523145957882,3.880000114440918,3.9600000381469727,3.8399999141693115,3.9000000953674316,8038400.0,3.938407194261198,3.699262277347879,3.4798360188053534,3.9540000438690184,3.694000005722046,3.261199994087219,3.0558788752555848,20.288386417441565,45.550049101247886,55.8070957865609,58.347851005465884,2.940000057220459,2.9800000190734863,2.880000114440918,2.9000000953674316,1169700.0,2.9683081884438662,2.8851318234088827,2.7809486599472835,3.00600004196167,2.9480000019073485,2.642200005054474,2.6031999945640565,41.81367557001175,37.939800284768786,49.65946152463963,53.349020645611965,134.0,135.0,134.0,135.0,1300.0,133.80642083372675,131.4585522411743,132.11122762012533,135.15,129.4,128.36,139.235,82.06763288677635,58.403371862760665,58.22389926219942,51.98591408764682,,,,,,,,,,1.5499999523162842,2.7799999713897705,3.7200000286102295
